# Graph from /Users/mraue/Desktop/tmp.png, page unknown
# z log10(M_solar yr^-1 Mpc^-3)
10. -20.
16.40	-20.
16.40	-10.91
16.67	-4.873
16.85	-4.533
17.39	-4.207
18.38	-3.991
19.82	-3.898
21.88	-3.960
23.68	-4.068
25.29	-4.238
26.82	-4.378
28.53	-4.548
29.79	-4.703
31.49	-4.858
33.29	-4.982
34.73	-5.137
36.34	-5.307
37.24	-5.384
38.77	-5.384
43.80	-6.469
48.92	-7.676
53.32	-8.792
57.18	-9.907
59.88	-10.68
