# Graph from /Users/mraue/Desktop/tmp.png, page unknown
# z CSFRD 
0.1325	0.03027
0.4216	0.04407
0.7590	0.06504
1.240	0.08736
1.722	0.1127
2.397	0.1396
3.313	0.1639
4.325	0.1573
5.144	0.1470
5.626	0.1320
5.963	0.1658
6.542	0.2028
7.265	0.2318
8.036	0.2545
9.000	0.2578
9.867	0.2345
10.73	0.1995
11.45	0.1652
12.03	0.1406
12.51	0.1180
13.14	0.09521
13.67	0.07781
14.06	0.06446
14.54	0.05412
15.07	0.04306
15.50	0.03519
16.03	0.02689
16.51	0.02169
16.95	0.01796
17.33	0.01429
17.86	0.01137
18.39	0.008694
18.87	0.006825
19.36	0.005287
20.08	0.003777
20.61	0.002848
21.24	0.002063
21.77	0.001494
22.39	0.001141
22.73	8.845E-4
23.26	6.670E-4
23.74	5.166E-4
23.74	5.166E-4
